Review
看着挺好，就是不好吃，第一次买了一斤挺好吃还离核的，咋第二次买2斤的桃品种都变了呢
还行吧，几块钱买的东西，就一两个是脆的，其他的都软趴趴的，都没法削皮吃，压坏的地方也有，直接丢了
不建议购入，因为不是硬桃，受运输条件和时间的影响，到手难以保证质量。
18号买一赠一 活动发过来缺斤少两价格一般也就不划算了 还没有试吃不知道品质口感怎么样，不是很满意。
带箱940g，有一个坏的
不甜，吃着一般般
迷你版
细，不好吃。
要么不甜的，要么是烂的，
二斤六个果，有三个是烂的
桃子特别小，甜倒是比较甜
8个桃子，被压坏了5个😡😡😡😡箱子都变形了😩😩😩😤
个头小还只有四个 水分较好 但是不甜
便宜是便宜，但是真的不好吃，一点，桃子味都没有，也不甜
小个，不新鲜，又不甜
不好吃
都快烂了
一点也不好吃
难吃，又青又小。
坏的 不补发
自行体会吧
京东发商品重量不足，垃圾
非常差，两斤只有三个是好的
发来的都是烂水果，还特别小
都坏了，还不退款，无语死了😡
到了完全没法吃了，全烂了
到货熟的非常透，三天烂没了，慎买吧
特别差，硬邦邦的小卡米，还没放软就烂没了
非常小，大家不要买，太小了
很差，都烂的，一共买了三单，就吃了一个，还有发霉的，好恶心
超级难吃，看着有模有样，一吃啥味道都没得，不知道在吃啥，直接扔
小的和鹌鹑蛋一样大小。可怜人。不便宜都是发的最差的东西。还难吃
脆的没几个，大部分都软了；个头也小了一些; 甜度也让人有点失望呢。
亲，不要购买此桃子了，商品小果多，烂果也不赔，只能如实评价，让看到的购买者别买了，这是真实的评价哟，别受骗了
桃子到货六个一个特别小的 五个小的 大小不是问题 问题是坏了百分之五十 客服说我买的是生鲜 因为是快递运输中弄坏的 所以只能赔7毛钱
坏的，全军覆末，无语了。
22块钱不到五斤，路上走了四天，收到货没有坏的，脆桃，但是果肉已经不新鲜了很软，也没有香气。洗了两个，一个比较甜，另一个又酸又苦。个头也很小。价格还不便宜，早知道买门口10块钱3斤的了。很差劲。不推荐
我买的桃，给我发的鸡蛋，我真不知道是什么意思，寄回老家了，老人不会退货，商家非要确认收货才能退货，想了想不折腾老人了，但是对于发错货这种行为我表示非常生气，真垃圾
差，会发霉了，好恶心
没吃过这么难吃的桃子，你咋好意思卖出来！！！！又苦又涩！！！
收到货有一半是坏的，找京东售后，才退了5毛钱，现在京东越来越牛了真的是坑一个是一个
不脆，反而像水蜜桃那样软软的，不怎么好吃。
刚试了一个，不脆不甜，有点软，感觉没熟，又放太久了的感觉。
买的跟上一次一样的，收到的比上次小，也没有上次好吃，还比之前贵
有烂的，而且好像没熟
不好，看着也不是刚摘的果，10个果大小不一，没有像评论区拍图片的果那么大，打开发现2个烂果，后又发现一个，共坏了3个果，味道不好不坏，体验感不好。
小小的，皮都不好削，也不咋甜，就那样吧
买的跟上一次一样的，收到的比上次小，也没有上次好吃，还比之前贵
不怎么甜
不好吃，桃子味道发苦，桃子整体坑坑洼洼的，很像催过，不会再买，
有一部分可以吃，也有极个桃子根本吃不成，老得跟空心泡沫一样，根本无味，甚至发酸。
寄过来非常生涩，不甜，估计是没熟就采摘了，跟平常买的相差太大，不好吃！比较不好的一次购物体验。还是在PLUS会员专享买的，失望
不甜！买的特大果也不大，还烂了两个。
不好吃，桃子不新鲜，不是正宗鹰嘴桃
店家的称可能坏了，120克的果当成特大国王200克在卖
七个桃子坏了六个
上星期买了两次鹰嘴桃，第一个店买的鹰嘴桃个头小了点，但是很爽脆很甜，外观又漂亮。这家店买的鹰嘴桃外观难看，看起来脏兮兮的发黑。一看就不新鲜。然后里面吃起来也不好，快递挺快的，两天就到了。这次扔的比吃的多，我买给我爸妈吃的，她没有拍照，打电话问才知道。不然估计我会找店家的。
果品差，服务差
一箱4个坏的，失望失望失望.....
第二次购买，小很多，口感也差太多
太难吃，连平的还没云南蒙自的好吃，实在是太难吃
一点都不甜，没味道的，评论是不是刷，第一次吃这么干巴巴的没有水分的桃子，还挺贵的，9块一斤，平时5，6块就有了，想试试贵点的，结果很失望
真尼玛差差差 小的要死 全是歪瓜劣枣的样子 丑死真他妈 谁买谁吃亏
桃子有大有小，总重量是够的，价格挺贵的，性价比不高，鹰嘴桃应该是脆甜，但这桃子拿到过熟了，都是软甜的，没有了应有的脆
不好吃
包装很好，桃子太硬了，有个软的还烂了，配不上这个价格。
十分难吃，并且大部分坏掉，已经发黑了。我说退，但不让退，说是生鲜不给退货。
下次不买了
差差差差评
货收到了大失所望，不甜没水分没味道。
包装太简陋，底层的桃子全坏了
水果一半有变质，有两全腐烂，口感极差，很硬，放几天也不行，与上次购买的完全不一样，以次充好，一锤子**。
这哪儿是脆桃 口感软绵绵的
这个价格买到这样的水果性价比很低，果子是酸的，没有什么甜味，踩雷了
收货第二天就发现有两个坏的，反唤了三天没答复，我不差水果钱，88了，再也不会在网上买水果了，今天第五天全坏全扔了，再买剁手！
甜系够甜啦！唔系新摘嘅，所以唔脆就真
口感不错，果疤多，一天就有坏果了，个头没有想象的那么大，包装可以改善一丢丢。
我该怎么评价！！！
收到货了，烂了二个物流快。
感觉一般般，没有想象中的好吃。
这样的快递真的不敢恭维，随便甩。
感觉不是正宗的连平应个头小，味道不正，跟我以前吃过的相差太大
果子又小又生，感觉不新鲜，是网上买水果最不满意
桃子基本都有黑斑，损坏的因为家人没留运单也没赔
没有第一次买的新鲜而且也不好吃了 个子也比之前的小
东西品质不错，才下单两天就降价五块，不满意，而且不补差价
刚试了一个，不脆不甜，有点软，感觉没熟，又放太久了的感觉。
像中果，大部分不够甜
同样的价钱，个没有实体店大，口感也没有实体店买的好，到货还坏了一个，水果这东西还真不能在网上买
个头偏小且表皮腐烂
跟正宗的相差太大了
不愉快的一次购物，5斤果共有14个，坏果就有5个。处理赔偿时间长。
物流超级慢，没有客服，最最最重要的是不好吃，不值这个价钱
不正宗，居然不甜，京东上水货也太多了
我记得河源连平鹰嘴桃是又脆又甜的，但是在这京东买的，淡淡的味道，也不怎么甜，怎么回事？唉！印象中的美味鹰嘴桃不存在了，失望！
桃子不够熟，而且新鲜度也不够，表皮看不出烂果，削皮后可见烂果肉，非常不值，果子也不太甜，与云南产的还是有差距，不太成功的一次购买。
桃子太熟，没有脆感
桃子太生了，不甜不甜
坏果子有很多
客观的说这个桃子我去年在网上买了去吃，觉得蛮不错的，又脆又甜，全家人都喜欢。今年又去买了，收着啊，都还可以，果实也还可以，但是质量就差了，没有去量好差了很多。不怎么甜
有烂3个，未按要求送到家
新鲜，就是有点生，不怎么甜，不太好吃
坏果包赔，但是难吃没说能退。都是未成熟的果子，不可能有坏果
这玩意也太难吃了吧，跟吃生的一样，皮吃起来又厚又涩，果肉也不甜，偏酸一些，唯一好处就是硬
个太小了
桃子成熟度不高，甜度一般，不如路边买的桃子，失望
不好吃 没有味道 坏了5个
完全不像样，都坏了，怎么吃，况且我已经是等三次下单
不要买所谓预售，不好吃，谁买谁知道，为了抢占市场，不熟的桃子都摘了，暴殄天物啊，亲身经历，大家不要上当了
小个，不甜，有点不成熟
桃子不新鲜 烂的
有2只烂桃，又小只
坏了几个，这就是奸商
这是普普通通的毛桃吧，根本不是鹰嘴桃，大概是那种十块钱就可以买三斤的桃
蔫了，不是新鲜的样子
不甜也不好吃
这个桃太不好吃，又苦又软。
特别是难吃，一点味道都没有，不要再买了
差评！收到全是烂的，箱子里飞出很多虫子
此店太里，服务差，烂果不赔，不建议在此店购买
失望😞！不好吃，还不够称，有一个是坏的。退货就算了，不会再买了。
我买来送人的，收到的是烂桃子，好评都是刷的吧，垃圾！
味道差差差！第一次购买！以后绝不购买！都扔了没法吃！
此店太黑，打开全是烂果，发霉果实让消费者买单
味道不好！不甜、不脆。 很失望的一次购物还买了两箱！ 凎……
缺斤少两，基本上两箱都少四两，合计少了八两！差评差评差评差评差评差评差评！！！！！
不好吃，太生了，不甜不酸没味道
品质太差，收到的桃子烂成这样，箱子里都是臭味，箱子都湿了，申请售后，客服的建议是把桃子洗一下放冰箱。。。这是最糟糕的购物体验，简直在砸京东的招牌
是普通的桃子超市10块钱三斤的那种不是鹰嘴桃说15-25个结果只有11个还有两个烂的还不让退客服态度差到极点不正面回答问题，不会再回购任何水果了
本来是送礼给人的，收到礼物的人却不开心，说我没成意。本想跟客户反映一下的，客户说：把皮削掉不会影响食用的！好不好，自己评价去！
此次网购体验极差，重点在于客服敷衍。因为小孩喜欢鹰嘴桃，根据平台推荐买的这家，选的大果8斤，支付148.8，到货16个桃，老人收货直接进了冰箱，吃前两个正常，口感不错，偏软，因为果后期偏熟，理解，第三个外观明显看出果坏，第四个切开（准备给小孩食用）发现内部已腐坏，联系客服，客服说完抱歉后说赔付10元，态度略显敷衍，我请教赔付标准如何界定，无回应，以为客服在忙，下午弹窗，仍无人搭理，发消息也不回复，客服主动提出的赔付事宜也没有后续，感觉极差，第一次网购给差评。
去年吃过鹰嘴桃觉得桃味重，很甜。所以特意在京东挑了一家买的，没想到这次购物很闹心，桃烂了一些，而且也不甜。商家答复，下过雨水后，甜味淡一些。这可不是淡一些呀。虽然商家把坏掉的桃子退款了，但完好的桃子根本不好吃，就当花钱买教训吧。
商家服务态度很差，我买的是鹰嘴桃，给我发过来却称不上什么桃子，我建议大家不要去买这家的东西
在京东买了那么多水果这家店是最拉垮的，服务也差的也要是 和客服说了一下果坏了还在这说一些借口，无语死，，，，，坚决抵制
买了刚收到货还没拆就发现每箱买贵了二十块钱，我买了两箱，问商家说是平台补贴的券，他们也是77一箱的底价，请问你们觉得到底这5斤一箱的桃子成本几何？平台疯了吗？贴钱给他卖桃子？两箱都还没拆，就让我再买，说给我优惠，以为优惠多少呢，居然是给我少10块，这是让我把桃子当大米存起来？
商品非常差
坏果，说三斤中果至少十二个，只有十个，态度还非常差，最差的购物体验，还贵
这是什么毛桃子，价高无好货。一半是小的，青的
就是中小果，又不新鲜
首先是產地到坦州不過係半日路程，在網購後兩天才發貨，但更差的是，從發貨路線到了珠海兩天後才再展轉到坦州，收貨時已經是晚上了，紙箱內外已經見到非常潮濕，並聞到果的酸臭味，打開後檢查見到有5個桃已經嚴重腐爛，餘下有13個完整，很顯然是物流服務滯留影響，從來蔬果運輸必須找好的服務公司，不能因為貨運價低而接受，這是信譽問題；而且今次的鷹咀桃味道淡，與初吃時相距甚遠，很是失望🤔
还是挺新鲜，比较脆，不咋甜
只此青绿😓果比较大只，但还没有熟
亲戚说没有上次好吃，口感差了，这是为什么？
商品一般，烂了几个，申请索赔，现在都没有陪
给老人家买的，不太适合老人家的口味，不够熟。
没有那么惊艳，味道一般，第一次尝试不是特别成功
没有传说中的好吃，不够脆也不甜，不知道为什么有那么多说好吃的，难道我赶上了不好的一批？
首先桃子新鲜度还是比较高的，个头也还可以。但是味道稍微差了点。香，甜度不够。说实话跟翁源的还是差了点，可能吃了翁源的对这个期望值太高了！中肯评价不吹不黑。
还比较生，没什么果味
口感实在一般
比较生，硬
不好吃，不甜！
没味道，不好吃
不太熟，一般般
还没熟，太硬，不甜，摘早了……
太难吃了，还赠送一堆果蝇。
一般般，尝鲜而已，不会再买了。
不好，里面有些有白虫虫的，外面看不出坏的，削了皮，咬着咬着一条白虫虫出来，好吓人
很快收到，但一箱有5-7个乱果
才那么几个就烂了三四个，还有些是没熟的
大果与中果几乎没区别，大家不要上当
好生呀，个个都是青春的，一点都未熟就釆摘下来，不好吃👎
还没有熟，大部分烂掉
好多烂果
不好吃
不是很甜
都不甜还卖那么贵，垃圾
桃子非常普通，而且太贵太贵！
买给老家公公婆婆，真的很差劲，**
我还是买的大果还参的有不熟的，有烂的，以后不会在网上买了特别是这家！！！！
完全不对劲，这绝对不是正宗的连平鹰嘴桃，我年年买，没买过这么差口感的。
非常差，拿到快递后直接流水出来，里面烂了还有长虫的，差不多一半都是坏的，不会再买这家
酸，很酸，太酸了
就很垃圾
买了两箱，至少有一箱是烂果，且大部分都是歪瓜裂枣的
特别亏的一次购物！！！里面就13个，共5斤，划16元一斤……和我在菜市场3元/斤买的（左侧）大了那么一点，口味相当！和市场上5元的是一模一样！！！都不知道哪来的底气卖这么高的价格……哎 只怪自己智商不行，缺乏对生活的深刻理解，什么桃子能卖16元一斤……估计只有西游记里王母娘娘大寿时的蟠桃，吃了升仙的那种！
桃子是昨日上午收到的，以前没有品尝过出于在~里看到我自己在京东商城找到这家店买了一箱，斤重没问题但唯独口感吃起来类似于桃子没熟透的味道，比较生硬不属于脆脆的口感。甜度相当还可以。
寄快递收件人都不是我的电话号码，去了2次快递驿站都拿不到快递，买个水果这么闹心，还要自己去找原因为什么取不到快递
表面是硬的，中间是软的，口感不好，不是很甜
不脆，反而像水蜜桃那样软软的，不怎么好吃。
有烂的，而且好像没熟
小小的，皮都不好削，也不咋甜，就那样吧
不怎么甜
不好吃，桃子味道发苦，桃子整体坑坑洼洼的，很像催过，不会再买，
有一部分可以吃，也有极个桃子根本吃不成，老得跟空心泡沫一样，根本无味，甚至发酸。
甜系够甜啦！唔系新摘嘅，所以唔脆就真
口感不错，果疤多，一天就有坏果了，个头没有想象的那么大，包装可以改善一丢丢。
我该怎么评价！！！
收到货了，烂了二个物流快。
感觉不是正宗的连平应个头小，味道不正，跟我以前吃过的相差太大
只能说是鹰嘴桃，但不是很正宗的那种好吃。
不甜！买的特大果也不大，还烂了两个。
店家的称可能坏了，120克的果当成特大国王200克在卖。
七个桃子坏了六个
上星期买了两次鹰嘴桃，第一个店买的鹰嘴桃个头小了点，但是很爽脆很甜，外观又漂亮。这家店买的鹰嘴桃外观难看，看起来脏兮兮的发黑。一看就不新鲜。然后里面吃起来也不好，快递挺快的，两天就到了。这次扔的比吃的多，我买给我爸妈吃的，她没有拍照，打电话问才知道。不然估计我会找店家的。
一箱4个坏的，失望失望失望.....
太难吃，连平的还没云南蒙自的好吃，实在是太难吃
桃子质量需要提升，，有烂的
不好吃，软兮兮的，还不甜
果子挺小的，有点失望，不过价钱便宜
桃子收到就坏了好几个，当时拍了照片，但有点晚有别的事没顾上联系商家。今天想起来联系商家，拿出当天拍的照片，现在手机拍照时间都记录的很清楚，但是商家以超过时间为由，不给售后。
拢共五斤桃就坏了六个，就这包装，不想坏都难
果子挺好的，就是不新鲜了，包装差劲。到货时间比预计到达时间晚了一天，收到坏果就是7个，第二天又坏3个，赔付了两次才收到两斤果的钱钱。服务还行，整体不满意。
水果一点都不甜，粉粉的，没有一点味道，
味道还不错，就是有点小，还可以吧！！！！！！！！！！！！！！
家人反馈不甜。
咬第一口水。没味。越吃越酸
味道不好，不甜，没啥桃子的味道，我家大宝说太酸。不喜欢
收到的桃子是完好没有坏的，大小跟鹰嘴桃差不多。不过就是挺难吃的，一点味道都没有。
不推荐，桃小且不甜
七個桃子，50元太貴了。包裝破損！
太小了！还没有拳头大小一个，七元钱！新鲜，确实平谷发货，就是太小了！
桃子不脆，已经软了，一点都不甜，酸死了，不好吃。说是带箱五斤，实际五斤不到一点。
8个小桃，三十，感觉份量不太足，同时到的李子也是三斤，比桃重很多。7个桃新鲜，3个桃蔫巴！
桃核是炸烈的，不能放置超过2天，否则还是丢了吧，真的不好吃。
我买的桃子是不是给发错了，买了已经好几天了，今天吃感觉不是你说梨谷的那种桃子，而且很很不好吃，我觉得是应该是发错了吧。北京的这份桃子应该是非常非常好吃的，估计都好，这是怎么回事，我也不知道，也不清楚
几乎没有一个能吃的！这种货色，3毛一斤都没人要，还敢卖13块！
大熟有些都烂了
还不如市场5元一斤的水蜜桃，与效果图相差甚远，小心上当！！
难吃的要死 瑟 别买 现在京东都这么垃圾啦吗 啥货都能买 这个月就水果入坑三种啦 还是实体店靠谱
没有烂果，但是有一半果子过青了，吃起来酸涩，外表红了的是挺香挺好吃的
桃味道不错。只是似乎没熟。不过可以理解。只是赠品没看到。
味道还可以，大小对不起中大果这两个字，没有对比就没有伤害。。。
一般吧，味道还可以，不过收到货的第二天晚上就开始烂了，我还是放冰箱里的。
桃子缺少水分，白白浪费金钱。
比第一次买小多了，这还是大果吗？
有坏的，除了物流快其它的就算了
贵而不好，产品没熟，产品少，又有坏的
速度有点慢慢了，过来到都不新鲜了
不如第一次买的那一家好，这家的大果好小个。
桃子好小个！还有一个烂的
这个比上一次买的大，价格贵了不少，反而没那么甜了，啥问题？
太贵了 一个4块那么小个 主要还是不好吃不是正宗的鹰嘴桃
个头小，有些挤压，贵，不划算，水果还是得到实体店买。这么多好评哪里来的
个小，但对不起15块一斤价格。楼下超市同样的桃大小一样8.8一斤。口感还可以懒得退货
不好吃！今天一看鹰嘴桃也下架了。以后买水果还是在京东自营买可靠。哎！不知道好评怎么开的
果子品相不错，就是味道不好，没有桃子味，也不怎么甜。很平庸
买的大桃，像是小桃。
果好小，还有两个坏的
就是普通的桃子 😡😡
很一般，小个水份不足。
味道不错，烂果也有
桃子鞅鞅的 不甜
不怎么甜
太生了，就摘下来，一点都不甜！一般吧，不想推荐了。
有烂果，果小，比当地买的9块1斤蒙自鹰嘴桃小一半贵1倍，味道还差点，失望！
没有想象中好吃，很脆但不够甜，不够香味。和超市卖9.9元一斤的味道基本一样。
很少评价，寄到的时间都几天，广州也不远吧，到的时候果子也不好，很多都软软的，缺水了，扔了至少三分之一。
大果，不甜不脆，差评
桃子看着还行，外观完好无损，就是闻不到桃子的香味，吃了一个，果真一点味道都没有。
都不是水蜜桃，那么小个
桃子不熟，酸、有点苦难吃！
17号下单，21号才收到，全部都软趴趴的了，而且个头也小。现在京东快递这么拉跨了吗？一个件跑四五天。
便宜没好货。山西的醋酸，这桃子比醋还酸。
收到货称少3两，不是净重4.5斤，还有2个坏果，申请售后还要全部退回，不是按坏果赔偿，差的购物体验
个头太小.斤数也不够.
不甜有坏果吃了一半丢了一半
已桃子软了，没有口感，果实一般，套了两个膜
不甜，不脆，酸，软软的，不好吃 ，吃一口就吃不下去了
就三个小桃 又酸又涩 比街上两三块一斤得都不如
包装太过暴力导致全坏了，但是售后处理了，物流还是应该改进
3斤桃吃了几天都没吃完`！吃一半丢一半，一箱有二，三个还行，其它难吃
你这水蜜桃，不水不蜜，只剩下酸了，还这么贵啊，十几块钱一斤 ，关键还缺斤少两
水果感觉没熟。买的是水蜜桃但口感不好，酸涩。果肉硬
不好吃不好吃不好吃！
吃棉花一样不甜
难吃死了啥味儿都没。
过分，擅自退我快递
说实话个人觉得不是很好吃，棉的，不脆，果型也不大，皮可以直接手撕开，跟果肉分离，就那个皮就好比剥猕猴桃皮一样，不是很满意
三斤桃，两个烂的
太酸太酸太酸太酸太酸太酸了
实在太差，不能买，买了就上当的。
不好吃，很酸很酸，没吃过这么酸的桃，避雷
拿了之后已经太熟了，而且口感也不是很好
9块多钱，2个桃，那么小，还说大……坑人钱不带这样的
太难吃了，大小不说，这个价位应该是极品果了吧，吃一口不行吃第二口，
桃子收到没两天就全部坏了，还有虫，而且桃子口感很差，感觉像是敷衍消费者的，也不让售后，必须差评
差评，一共三个桃子，说有两斤，最多一斤，还说纸箱子也算重量，算你大爷
世界最垃圾的桃子，到货了真的好后悔。吃着真难吃，味道极差，还有好多烂的，让人倒胃口，全倒进了垃圾桶，这次购物体验真的太失望了！！！强烈建议不购买！！！！！
说一句大实话，一点都不甜，不相信的可以买来试试，放了四五天软了一点还是不甜。价格也很神，买的时候31.9。刚送到货，降到了24。还不补差价。买需谨慎
别买别买别买，重要的事情说三遍！！！看着好看真的不好吃，14块3个桃子一个淡的两个酸的，主要价格还贵真的是有种上当受骗的赶脚，第一次买也是最后一次，要买的家人们慎重呀
桃子一点甜味都没有，还不如吃黄瓜，而且太熟了，洗一洗都会破皮，而且刚收到今天一看就降价了4块，还不支持价保
欢迎大家买3.5斤，9个桃子，四个烂的，真的无语
刚收到试吃了两个 都是酸的，还比较硬，按照客服说的放了两天，不硬了，非常软，但还是一点都不甜，酸的，软且酸涩那种感觉，一言难尽，直接扔了
总共8个，烂了一个，还行吧
口感不太好，大小还行，总共9个
商品标称净重5公斤，实称净重4.8公斤。
带箱还不够十斤，，不过苹果还挺仙灵的
苹果味道不错，就是坏果有点多。不是最满意
其他的都好，就是太酸了
外观不咋得，吃着还行吧！
越来越淡水，没什么甜味
有一个烂了，其他都还不错。
外观很好看，但是一点不甜
一个字酸两个字好酸啊
貨品收到了，品质看着一般
一共8个，净重4斤，，为啥别人都是10-11个
好吃是好吃，但是个别有外伤！
就是有两个坏果，其它的都还可以
几乎每个果都会有黑点，是那种实体店看到不会入手的存在
苹果都很新鲜，但是只吃到一个又脆又甜汁水又多的，其他一般
买了几箱，其他的品相还不错，后边就不行
质量还算可以，但是追求高质量得别买。
包装完好，大小均匀，就是有一个苹果刮伤了。
味道还可以，就是个头不大，价格实惠，值得购买
口感好，鲜甜脆！就是果小量多，竟然有25个之多！
大小均匀，冷藏后直接吃尚可，室温下有些干，不甜。
为啥少一个?果子称重4斤八两。苹果个头大，口感不错
发货很快，包装也还算结实，但是这次真的就很一般啊。
商品质量不错，整体一般，口感脆甜，物流配送方便快捷，谢谢。
苹果很普通，当然它也便宜，包装到货已经有损坏，总体还行。
不太好吃啊，不是脆甜的那种，越吃到后面越涩口，新鲜还是很新鲜
两个有洞，四个小，其它五个看着挺好，酸甜都能吃，口味应该没啥问题
样子不错，但味道一般，没有陕西红富士好吃，不太喜欢，用来煮水喝了
果型很差，基本都是畸形果，口感可以，挺甜的。只适合自吃，果型太离谱。
老实说没有陕西的好吃，也不怎么红，有点硬，我家里也更喜欢我买的陕西的，所以以后还是重新买之前那款苹果，好吃的很，买了好几箱了
总体还行吧，七十分，毕竟一分价格一分货，要追求口感更好肯定买价高的。
苹果看着挺好，吃起来也还行，但是不禁放，买了挺多，后面烂了了五六个。
真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物！宝贝收到，物流很快，描述相符，比较满意，好评，推荐~
还行，苹果运输比较快，包装挺好的收到后没有磕碰之类的，水分也足，只是苹果个头不大，有些还有点青，要是苹果个头再大一点就好了，苹果吃起来脆脆的口感不错
第一次买特别好，又脆又甜，第二次买的不太好，水分不多，吃起来很硬，哏哏的
线上购水果有风险。还是线下购靠谱。之前京东水果不错的，现在质量管控要加强了！
一分钱一分货，想要买便宜的就是这种品相！在京东上买过几家店的苹果，家家都是一个样！
第一次买还不错，接着买第二箱，结果完全不同的品质，不脆也不甜。还有坏果，完全就是去年的果。
苹果品质一般，很多瑕疵果。百亿补贴价相对便宜一些，可以稍微弥补一下这个缺陷，还没吃，不知道味道怎么样
口感差，肉质差，融融烂烂的
肉质很一般，新鲜度不行
只有300多克一袋，不划算，没诚信……
东西就一般吧 一股腥味
一般般吧这次，第一次还好
东西不新鲜吃了拉肚子
三文鱼还可以，就是带了点皮。
尽量不够，还有一大片黑
此店主打缺斤少两，无售后。
缺斤短兩，一斤竟然少了三兩。。
一塌糊涂，物流慢，东西不新鲜
收到的时候冰化完了。不新鲜。
买了两块，吃了一块快拉虚脱了
三天才到，冰都化了，已经变味了
收到货都臭了！！！扔掉了，冰也化完了
鱼不新鲜，吃着一股快发霉的味道。
唉，不要买了，一切就散不是整块鱼
到家都是臭的，根本吃不到。
不新鲜，打开有异味，异常之腥
送货超时，发票超级拖拉。
不新鲜。 分量不足 买的虾还有黑色的
里面的醋包包全流了，惨不忍睹
下单后即申请取消，却仍发过来了！
三文鱼没用真空包装，还有恶臭
胃疼了三天，拉了三天天，各位注意点吧！
是鱼尾，没第一次买的好
这就拉肚子，上吐下泻。我是不是自己的原因？
收到的三文鱼是化的，里面的冰袋也是化的！！
有味道，不能吃生的，熟的也不好吃，不建议买
买了1斤收到8两，都怪自己看的不详细啊🥰🥰🥰🥰🥰
40度高温，送过来已经坏掉发臭出水，直接扔了
不确定是哪里的问题，我收到时冰已经化了
三文鱼没口感，就送四包酱油，就服这店家
收到后都发黑变臭了，而且拍的500克收到的是400克。
要的切片也没切，也不新鲜。不划算。不建议购买
他们家的三文鱼真的不好，还有鱼刺在里面
收到的时候冰已经都化了，完全没办法生吃。
少发货品，4天都不告知客户，准备蒙混过去就算了呗。
为嘛我买的是500克，发过来的是400克呢？为什么缺斤少两
收到的时候肉已经臭了。
不行，建议不要在网上买生食
中午吃的 现在上吐下泄 好难受 第一次吃三文鱼这样
说好的8号收到，9号才收到，已经不新鲜了，害怕吃坏了肚子
大家仔细看好，500克实际收货只有400克，他说明了有标注
己全化掉，只能扔了！可惜了
不仅冰都化了 鱼很腥 不知道咋吃了... 还能吃了吗... 白期待了
问了两次客服，等了n多天，难道还在协商和顺风延时的问题么？
跟外面的挺不一样，蛮腥的，不软软糯糯有嚼生肉的感觉……
不新鲜了 而且下单500克 实际只有400克不到
到货就吃，一股腥味，不太鲜，剩下的只有给我家狗狗弄狗饭了
这次买的不新鲜，表面的肉明显糜烂，都臭了。夏天不适合买生鲜。
收到只有400克，客服说有100克皮剃掉了，这么点肉有二两皮
一点味没有，也不新鲜，不是大西洋鲑
包装以后要注意一点，两个小冰袋全部化了。再晚几个小时就不能吃了
拍下后两天才出库，到货后冰都化了，三文鱼已经不新鲜了，肉一捏就碎，。
肉有酸味了，收到的时候就放冰冻拿出来肉味道带酸
一、没有按照时间发货，还混淆概念把客户当傻子。二、包装破损。三、新鲜程度一般
客服态度奇差，不负责任。三文鱼运送缓慢 不舍得用顺丰 在路上都坏了
到了不是很新鲜了，有些红褐色了，想吃新鲜的建议家附近买了
发过来臭掉了，不可能一天24小时不到没去签收就臭的这么离谱的
这次买了未切片的三纹鱼 骨头刺多 不新鲜 吃吐了 前两次订的切片装的 口味还不错
下单5天才收到货，刚好人不在家。货没收到，白白损失
刚好赶上北京这次事件，店家不给退货，就当花钱买个教训吧，再不会买这家的货了
